"WorkOrderID","ProductID","OperationSequence","LocationID","ScheduledStartDate","ScheduledEndDate","ActualStartDate","ActualEndDate","ActualResourceHrs","PlannedCost","ActualCost","ModifiedDate"
"6778","802","6","50","2011-11-13 00:00:00","2011-11-24 00:00:00","2011-11-13 00:00:00","2011-12-09 00:00:00","3.0000","36.7500","36.7500","2011-12-08 23:00:00"
"6779","804","1","10","2011-11-13 00:00:00","2011-11-24 00:00:00","2011-11-13 00:00:00","2011-12-09 00:00:00","4.1000","92.2500","92.2500","2011-12-08 23:00:00"
"6779","804","6","50","2011-11-13 00:00:00","2011-11-24 00:00:00","2011-11-13 00:00:00","2011-12-09 00:00:00","3.0000","36.7500","36.7500","2011-12-08 23:00:00"
"6784","749","7","60","2011-11-14 00:00:00","2011-11-25 00:00:00","2011-11-19 00:00:00","2011-11-25 00:00:00","4.0000","49.0000","49.0000","2011-11-24 23:00:00"
"6785","753","7","60","2011-11-14 00:00:00","2011-11-25 00:00:00","2011-11-19 00:00:00","2011-11-25 00:00:00","4.0000","49.0000","49.0000","2011-11-24 23:00:00"
"6786","519","6","50","2011-11-14 00:00:00","2011-11-25 00:00:00","2011-11-19 00:00:00","2011-11-25 00:00:00","3.0000","36.7500","36.7500","2011-11-24 23:00:00"
"6786","519","7","60","2011-11-14 00:00:00","2011-11-25 00:00:00","2011-11-19 00:00:00","2011-11-25 00:00:00","4.0000","49.0000","49.0000","2011-11-24 23:00:00"
"6789","807","6","50","2011-11-14 00:00:00","2011-11-25 00:00:00","2011-11-19 00:00:00","2011-11-25 00:00:00","3.0000","36.7500","36.7500","2011-11-24 23:00:00"
"6790","813","1","10","2011-11-14 00:00:00","2011-11-25 00:00:00","2011-11-19 00:00:00","2011-11-25 00:00:00","4.1000","92.2500","92.2500","2011-11-24 23:00:00"
"6790","813","2","20","2011-11-14 00:00:00","2011-11-25 00:00:00","2011-11-19 00:00:00","2011-11-25 00:00:00","3.5000","87.5000","87.5000","2011-11-24 23:00:00"
"6790","813","6","50","2011-11-14 00:00:00","2011-11-25 00:00:00","2011-11-19 00:00:00","2011-11-25 00:00:00","3.0000","36.7500","36.7500","2011-11-24 23:00:00"
"6791","820","6","50","2011-11-14 00:00:00","2011-11-25 00:00:00","2011-11-19 00:00:00","2011-11-25 00:00:00","3.0000","36.7500","36.7500","2011-11-24 23:00:00"
