"WorkOrderID","ProductID","OperationSequence","LocationID","ScheduledStartDate","ScheduledEndDate","ActualStartDate","ActualEndDate","ActualResourceHrs","PlannedCost","ActualCost","ModifiedDate"
"35792","748","6","50","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","3.0000","36.7500","36.7500","2013-05-30 22:00:00"
"35792","748","7","60","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","4.0000","49.0000","49.0000","2013-05-30 22:00:00"
"35793","806","6","50","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","3.0000","36.7500","36.7500","2013-05-30 22:00:00"
"35794","810","1","10","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","4.1000","92.2500","92.2500","2013-05-30 22:00:00"
"35794","810","2","20","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","3.5000","87.5000","87.5000","2013-05-30 22:00:00"
"35794","810","6","50","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","3.0000","36.7500","36.7500","2013-05-30 22:00:00"
"35795","811","1","10","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","4.1000","92.2500","92.2500","2013-05-30 22:00:00"
"35795","811","2","20","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","3.5000","87.5000","87.5000","2013-05-30 22:00:00"
"35795","811","6","50","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","3.0000","36.7500","36.7500","2013-05-30 22:00:00"
"35796","812","1","10","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","4.1000","92.2500","92.2500","2013-05-30 22:00:00"
"35796","812","2","20","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","3.5000","87.5000","87.5000","2013-05-30 22:00:00"
"35796","812","6","50","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","3.0000","36.7500","36.7500","2013-05-30 22:00:00"
"35797","813","1","10","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","4.1000","92.2500","92.2500","2013-05-30 22:00:00"
"35797","813","2","20","2013-05-20 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","2013-05-31 00:00:00","3.5000","87.5000","87.5000","2013-05-30 22:00:00"
