"WorkOrderID","ProductID","OperationSequence","LocationID","ScheduledStartDate","ScheduledEndDate","ActualStartDate","ActualEndDate","ActualResourceHrs","PlannedCost","ActualCost","ModifiedDate"
"70438","947","6","50","2014-05-13 00:00:00","2014-05-24 00:00:00","2014-05-16 00:00:00","2014-05-24 00:00:00","3.0000","36.7500","36.7500","2014-05-23 22:00:00"
"70439","949","6","50","2014-05-13 00:00:00","2014-05-24 00:00:00","2014-05-16 00:00:00","2014-05-24 00:00:00","3.0000","36.7500","36.7500","2014-05-23 22:00:00"
"70440","950","6","50","2014-05-13 00:00:00","2014-05-24 00:00:00","2014-05-16 00:00:00","2014-05-24 00:00:00","3.0000","36.7500","36.7500","2014-05-23 22:00:00"
"70441","951","6","50","2014-05-13 00:00:00","2014-05-24 00:00:00","2014-05-16 00:00:00","2014-05-24 00:00:00","3.0000","36.7500","36.7500","2014-05-23 22:00:00"
"70442","994","6","50","2014-05-13 00:00:00","2014-05-24 00:00:00","2014-05-16 00:00:00","2014-05-24 00:00:00","3.0000","36.7500","36.7500","2014-05-23 22:00:00"
"70443","995","6","50","2014-05-13 00:00:00","2014-05-24 00:00:00","2014-05-16 00:00:00","2014-05-24 00:00:00","3.0000","36.7500","36.7500","2014-05-23 22:00:00"
"70444","996","6","50","2014-05-13 00:00:00","2014-05-24 00:00:00","2014-05-16 00:00:00","2014-05-24 00:00:00","3.0000","36.7500","36.7500","2014-05-23 22:00:00"
"70459","802","1","10","2014-05-13 00:00:00","2014-05-24 00:00:00","2014-05-16 00:00:00","2014-05-24 00:00:00","4.1000","92.2500","92.2500","2014-05-23 22:00:00"
"70459","802","6","50","2014-05-13 00:00:00","2014-05-24 00:00:00","2014-05-16 00:00:00","2014-05-24 00:00:00","3.0000","36.7500","36.7500","2014-05-23 22:00:00"
"70460","803","1","10","2014-05-13 00:00:00","2014-05-24 00:00:00","2014-05-16 00:00:00","2014-05-24 00:00:00","4.1000","92.2500","92.2500","2014-05-23 22:00:00"
"70460","803","6","50","2014-05-13 00:00:00","2014-05-24 00:00:00","2014-05-16 00:00:00","2014-05-24 00:00:00","3.0000","36.7500","36.7500","2014-05-23 22:00:00"
"70461","804","1","10","2014-05-13 00:00:00","2014-05-24 00:00:00","2014-05-16 00:00:00","2014-05-24 00:00:00","4.1000","92.2500","92.2500","2014-05-23 22:00:00"
"70461","804","6","50","2014-05-13 00:00:00","2014-05-24 00:00:00","2014-05-16 00:00:00","2014-05-24 00:00:00","3.0000","36.7500","36.7500","2014-05-23 22:00:00"
"70466","779","7","60","2014-05-14 00:00:00","2014-05-25 00:00:00","2014-05-14 00:00:00","2014-06-09 00:00:00","4.0000","49.0000","49.0000","2014-06-08 22:00:00"
"70467","780","7","60","2014-05-14 00:00:00","2014-05-25 00:00:00","2014-05-14 00:00:00","2014-06-09 00:00:00","4.0000","49.0000","49.0000","2014-06-08 22:00:00"
"70468","781","7","60","2014-05-14 00:00:00","2014-05-25 00:00:00","2014-05-14 00:00:00","2014-06-09 00:00:00","4.0000","49.0000","49.0000","2014-06-08 22:00:00"
"70469","782","7","60","2014-05-14 00:00:00","2014-05-25 00:00:00","2014-05-14 00:00:00","2014-06-09 00:00:00","4.0000","49.0000","49.0000","2014-06-08 22:00:00"
"70470","783","7","60","2014-05-14 00:00:00","2014-05-25 00:00:00","2014-05-14 00:00:00","2014-06-09 00:00:00","4.0000","49.0000","49.0000","2014-06-08 22:00:00"
"70471","784","7","60","2014-05-14 00:00:00","2014-05-25 00:00:00","2014-05-14 00:00:00","2014-06-09 00:00:00","4.0000","49.0000","49.0000","2014-06-08 22:00:00"
"70472","792","7","60","2014-05-14 00:00:00","2014-05-25 00:00:00","2014-05-14 00:00:00","2014-06-09 00:00:00","4.0000","49.0000","49.0000","2014-06-08 22:00:00"
"70473","796","7","60","2014-05-14 00:00:00","2014-05-25 00:00:00","2014-05-14 00:00:00","2014-06-09 00:00:00","4.0000","49.0000","49.0000","2014-06-08 22:00:00"
