"WorkOrderID","ProductID","OperationSequence","LocationID","ScheduledStartDate","ScheduledEndDate","ActualStartDate","ActualEndDate","ActualResourceHrs","PlannedCost","ActualCost","ModifiedDate"
"25028","795","7","60","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.0000","49.0000","49.0000","2012-11-25 23:00:00"
"25029","797","7","60","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.0000","49.0000","49.0000","2012-11-25 23:00:00"
"25030","799","7","60","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.0000","49.0000","49.0000","2012-11-25 23:00:00"
"25031","516","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25031","516","7","60","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.0000","49.0000","49.0000","2012-11-25 23:00:00"
"25032","517","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25032","517","7","60","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.0000","49.0000","49.0000","2012-11-25 23:00:00"
"25033","518","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25033","518","7","60","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.0000","49.0000","49.0000","2012-11-25 23:00:00"
"25034","519","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25034","519","7","60","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.0000","49.0000","49.0000","2012-11-25 23:00:00"
"25043","806","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25044","810","1","10","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.1000","92.2500","92.2500","2012-11-25 23:00:00"
"25044","810","2","20","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.5000","87.5000","87.5000","2012-11-25 23:00:00"
"25044","810","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25045","811","1","10","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.1000","92.2500","92.2500","2012-11-25 23:00:00"
"25045","811","2","20","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.5000","87.5000","87.5000","2012-11-25 23:00:00"
"25045","811","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25046","812","1","10","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.1000","92.2500","92.2500","2012-11-25 23:00:00"
"25046","812","2","20","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.5000","87.5000","87.5000","2012-11-25 23:00:00"
"25046","812","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25047","813","1","10","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.1000","92.2500","92.2500","2012-11-25 23:00:00"
"25047","813","2","20","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.5000","87.5000","87.5000","2012-11-25 23:00:00"
"25047","813","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25048","816","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25049","818","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25050","819","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25051","820","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25052","822","1","10","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.1000","92.2500","92.2500","2012-11-25 23:00:00"
"25052","822","2","20","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.5000","87.5000","87.5000","2012-11-25 23:00:00"
"25052","822","3","30","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","1.0000","14.5000","14.5000","2012-11-25 23:00:00"
"25052","822","4","40","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","2.0000","31.5000","31.5000","2012-11-25 23:00:00"
"25052","822","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25052","822","7","60","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.0000","49.0000","49.0000","2012-11-25 23:00:00"
"25053","824","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25054","826","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25055","827","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25056","828","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25060","894","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25061","945","1","10","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.1000","92.2500","92.2500","2012-11-25 23:00:00"
"25061","945","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25062","950","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25063","994","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25064","995","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25065","996","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25079","802","1","10","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.1000","92.2500","92.2500","2012-11-25 23:00:00"
"25079","802","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25080","803","1","10","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.1000","92.2500","92.2500","2012-11-25 23:00:00"
"25080","803","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25081","804","1","10","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","4.1000","92.2500","92.2500","2012-11-25 23:00:00"
"25081","804","6","50","2012-11-15 00:00:00","2012-11-26 00:00:00","2012-11-22 00:00:00","2012-11-26 00:00:00","3.0000","36.7500","36.7500","2012-11-25 23:00:00"
"25086","769","7","60","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","4.0000","49.0000","49.0000","2012-12-15 23:00:00"
"25087","782","7","60","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","4.0000","49.0000","49.0000","2012-12-15 23:00:00"
"25088","794","7","60","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","4.0000","49.0000","49.0000","2012-12-15 23:00:00"
"25089","516","6","50","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.0000","36.7500","36.7500","2012-12-15 23:00:00"
"25089","516","7","60","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","4.0000","49.0000","49.0000","2012-12-15 23:00:00"
"25090","517","6","50","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.0000","36.7500","36.7500","2012-12-15 23:00:00"
"25090","517","7","60","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","4.0000","49.0000","49.0000","2012-12-15 23:00:00"
"25091","519","6","50","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.0000","36.7500","36.7500","2012-12-15 23:00:00"
"25091","519","7","60","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","4.0000","49.0000","49.0000","2012-12-15 23:00:00"
"25093","747","1","10","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","4.1000","92.2500","92.2500","2012-12-15 23:00:00"
"25093","747","2","20","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.5000","87.5000","87.5000","2012-12-15 23:00:00"
"25093","747","3","30","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","1.0000","14.5000","14.5000","2012-12-15 23:00:00"
"25093","747","4","40","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","2.0000","31.5000","31.5000","2012-12-15 23:00:00"
"25093","747","6","50","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.0000","36.7500","36.7500","2012-12-15 23:00:00"
"25093","747","7","60","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","4.0000","49.0000","49.0000","2012-12-15 23:00:00"
"25094","806","6","50","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.0000","36.7500","36.7500","2012-12-15 23:00:00"
"25095","810","1","10","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","4.1000","92.2500","92.2500","2012-12-15 23:00:00"
"25095","810","2","20","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.5000","87.5000","87.5000","2012-12-15 23:00:00"
"25095","810","6","50","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.0000","36.7500","36.7500","2012-12-15 23:00:00"
"25096","811","1","10","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","4.1000","92.2500","92.2500","2012-12-15 23:00:00"
"25096","811","2","20","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.5000","87.5000","87.5000","2012-12-15 23:00:00"
"25096","811","6","50","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.0000","36.7500","36.7500","2012-12-15 23:00:00"
"25097","813","1","10","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","4.1000","92.2500","92.2500","2012-12-15 23:00:00"
"25097","813","2","20","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.5000","87.5000","87.5000","2012-12-15 23:00:00"
"25097","813","6","50","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.0000","36.7500","36.7500","2012-12-15 23:00:00"
"25098","816","6","50","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.0000","36.7500","36.7500","2012-12-15 23:00:00"
"25099","818","6","50","2012-11-16 00:00:00","2012-11-27 00:00:00","2012-11-16 00:00:00","2012-12-16 00:00:00","3.0000","36.7500","36.7500","2012-12-15 23:00:00"
