"WorkOrderID","ProductID","OperationSequence","LocationID","ScheduledStartDate","ScheduledEndDate","ActualStartDate","ActualEndDate","ActualResourceHrs","PlannedCost","ActualCost","ModifiedDate"
"40777","799","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40778","800","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40779","801","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40780","957","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40781","966","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40782","968","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40783","977","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40784","997","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40785","998","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40786","999","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40787","516","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40787","516","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40788","517","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40788","517","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40789","518","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40789","518","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40790","519","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40790","519","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40791","522","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40791","522","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40798","747","1","10","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.1000","92.2500","92.2500","2013-07-31 22:00:00"
"40798","747","2","20","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.5000","87.5000","87.5000","2013-07-31 22:00:00"
"40798","747","3","30","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","1.0000","14.5000","14.5000","2013-07-31 22:00:00"
"40798","747","4","40","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","2.0000","31.5000","31.5000","2013-07-31 22:00:00"
"40798","747","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40798","747","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40799","748","1","10","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.1000","92.2500","92.2500","2013-07-31 22:00:00"
"40799","748","2","20","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.5000","87.5000","87.5000","2013-07-31 22:00:00"
"40799","748","3","30","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","1.0000","14.5000","14.5000","2013-07-31 22:00:00"
"40799","748","5","45","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","2.0000","36.0000","36.0000","2013-07-31 22:00:00"
"40799","748","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40799","748","7","60","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.0000","49.0000","49.0000","2013-07-31 22:00:00"
"40800","805","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40801","806","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40802","807","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40803","810","1","10","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.1000","92.2500","92.2500","2013-07-31 22:00:00"
"40803","810","2","20","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.5000","87.5000","87.5000","2013-07-31 22:00:00"
"40803","810","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40804","811","1","10","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.1000","92.2500","92.2500","2013-07-31 22:00:00"
"40804","811","2","20","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.5000","87.5000","87.5000","2013-07-31 22:00:00"
"40804","811","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40805","812","1","10","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.1000","92.2500","92.2500","2013-07-31 22:00:00"
"40805","812","2","20","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.5000","87.5000","87.5000","2013-07-31 22:00:00"
"40805","812","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40806","813","1","10","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.1000","92.2500","92.2500","2013-07-31 22:00:00"
"40806","813","2","20","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.5000","87.5000","87.5000","2013-07-31 22:00:00"
"40806","813","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40807","816","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40808","818","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40809","819","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40810","820","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40811","821","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40812","824","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40813","826","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40814","827","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40815","828","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40816","829","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40824","894","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40825","945","1","10","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.1000","92.2500","92.2500","2013-07-31 22:00:00"
"40825","945","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40826","947","1","10","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.1000","92.2500","92.2500","2013-07-31 22:00:00"
"40826","947","2","20","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.5000","87.5000","87.5000","2013-07-31 22:00:00"
"40826","947","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40827","949","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40828","950","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40829","951","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40830","994","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40831","995","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40832","996","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40847","802","1","10","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.1000","92.2500","92.2500","2013-07-31 22:00:00"
"40847","802","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40848","803","1","10","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.1000","92.2500","92.2500","2013-07-31 22:00:00"
"40848","803","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40849","804","1","10","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","4.1000","92.2500","92.2500","2013-07-31 22:00:00"
"40849","804","6","50","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","3.0000","36.7500","36.7500","2013-07-31 22:00:00"
"40854","784","7","60","2013-07-22 00:00:00","2013-08-02 00:00:00","2013-08-04 00:00:00","2013-08-05 00:00:00","4.0000","49.0000","49.0000","2013-08-04 22:00:00"
