"WorkOrderID","ProductID","OperationSequence","LocationID","ScheduledStartDate","ScheduledEndDate","ActualStartDate","ActualEndDate","ActualResourceHrs","PlannedCost","ActualCost","ModifiedDate"
"19390","814","3","30","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","1.0000","14.5000","14.5000","2012-08-18 22:00:00"
"19390","814","4","40","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","2.0000","31.5000","31.5000","2012-08-18 22:00:00"
"19390","814","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19390","814","7","60","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.0000","49.0000","49.0000","2012-08-18 22:00:00"
"19391","815","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19392","816","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19393","817","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19394","819","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19395","820","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19396","822","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19396","822","2","20","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.5000","87.5000","87.5000","2012-08-18 22:00:00"
"19396","822","3","30","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","1.0000","14.5000","14.5000","2012-08-18 22:00:00"
"19396","822","4","40","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","2.0000","31.5000","31.5000","2012-08-18 22:00:00"
"19396","822","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19396","822","7","60","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.0000","49.0000","49.0000","2012-08-18 22:00:00"
"19397","823","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19398","824","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19399","825","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19400","826","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19401","827","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19402","828","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19411","515","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19411","515","7","60","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.0000","49.0000","49.0000","2012-08-18 22:00:00"
"19412","516","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19412","516","7","60","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.0000","49.0000","49.0000","2012-08-18 22:00:00"
"19413","517","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19413","517","7","60","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.0000","49.0000","49.0000","2012-08-18 22:00:00"
"19414","518","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19414","518","7","60","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.0000","49.0000","49.0000","2012-08-18 22:00:00"
"19415","519","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19415","519","7","60","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.0000","49.0000","49.0000","2012-08-18 22:00:00"
"19437","747","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19437","747","2","20","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.5000","87.5000","87.5000","2012-08-18 22:00:00"
"19437","747","3","30","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","1.0000","14.5000","14.5000","2012-08-18 22:00:00"
"19437","747","4","40","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","2.0000","31.5000","31.5000","2012-08-18 22:00:00"
"19437","747","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19437","747","7","60","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.0000","49.0000","49.0000","2012-08-18 22:00:00"
"19438","748","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19438","748","2","20","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.5000","87.5000","87.5000","2012-08-18 22:00:00"
"19438","748","3","30","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","1.0000","14.5000","14.5000","2012-08-18 22:00:00"
"19438","748","5","45","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","2.0000","36.0000","36.0000","2012-08-18 22:00:00"
"19438","748","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19438","748","7","60","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.0000","49.0000","49.0000","2012-08-18 22:00:00"
"19439","806","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19440","809","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19440","809","2","20","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.5000","87.5000","87.5000","2012-08-18 22:00:00"
"19440","809","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19441","810","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19441","810","2","20","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.5000","87.5000","87.5000","2012-08-18 22:00:00"
"19441","810","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19442","811","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19442","811","2","20","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.5000","87.5000","87.5000","2012-08-18 22:00:00"
"19442","811","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19443","812","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19443","812","2","20","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.5000","87.5000","87.5000","2012-08-18 22:00:00"
"19443","812","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19444","813","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19444","813","2","20","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.5000","87.5000","87.5000","2012-08-18 22:00:00"
"19444","813","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19445","814","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19445","814","2","20","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.5000","87.5000","87.5000","2012-08-18 22:00:00"
"19445","814","3","30","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","1.0000","14.5000","14.5000","2012-08-18 22:00:00"
"19445","814","4","40","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","2.0000","31.5000","31.5000","2012-08-18 22:00:00"
"19445","814","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19445","814","7","60","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.0000","49.0000","49.0000","2012-08-18 22:00:00"
"19446","816","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19447","818","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19448","819","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19449","820","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19450","822","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19450","822","2","20","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.5000","87.5000","87.5000","2012-08-18 22:00:00"
"19450","822","3","30","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","1.0000","14.5000","14.5000","2012-08-18 22:00:00"
"19450","822","4","40","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","2.0000","31.5000","31.5000","2012-08-18 22:00:00"
"19450","822","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19450","822","7","60","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.0000","49.0000","49.0000","2012-08-18 22:00:00"
"19451","824","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19452","826","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19453","827","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19454","828","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19465","894","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19466","945","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19466","945","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19467","950","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19468","994","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19469","995","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19470","996","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19484","802","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19484","802","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19485","803","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19485","803","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19486","804","1","10","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","4.1000","92.2500","92.2500","2012-08-18 22:00:00"
"19486","804","6","50","2012-08-03 00:00:00","2012-08-14 00:00:00","2012-08-03 00:00:00","2012-08-19 00:00:00","3.0000","36.7500","36.7500","2012-08-18 22:00:00"
"19491","763","7","60","2012-08-04 00:00:00","2012-08-15 00:00:00","2012-08-09 00:00:00","2012-08-15 00:00:00","4.0000","49.0000","49.0000","2012-08-14 22:00:00"
"19492","769","7","60","2012-08-04 00:00:00","2012-08-15 00:00:00","2012-08-09 00:00:00","2012-08-15 00:00:00","4.0000","49.0000","49.0000","2012-08-14 22:00:00"
"19493","791","7","60","2012-08-04 00:00:00","2012-08-15 00:00:00","2012-08-09 00:00:00","2012-08-15 00:00:00","4.0000","49.0000","49.0000","2012-08-14 22:00:00"
"19494","792","7","60","2012-08-04 00:00:00","2012-08-15 00:00:00","2012-08-09 00:00:00","2012-08-15 00:00:00","4.0000","49.0000","49.0000","2012-08-14 22:00:00"
"19495","793","7","60","2012-08-04 00:00:00","2012-08-15 00:00:00","2012-08-09 00:00:00","2012-08-15 00:00:00","4.0000","49.0000","49.0000","2012-08-14 22:00:00"
"19496","794","7","60","2012-08-04 00:00:00","2012-08-15 00:00:00","2012-08-09 00:00:00","2012-08-15 00:00:00","4.0000","49.0000","49.0000","2012-08-14 22:00:00"
"19497","797","7","60","2012-08-04 00:00:00","2012-08-15 00:00:00","2012-08-09 00:00:00","2012-08-15 00:00:00","4.0000","49.0000","49.0000","2012-08-14 22:00:00"
